,Composition,Formula,e_above_hull,A_atom,P_atom,R_atom,n_A
861,,Ca4 Fe8 C24 N24,0.349185669960443,Ca,Fe,Fe,4.0
862,,Ca4 Cr4 Os4 C24 N24,0.28769775996844515,Ca,Cr,Os,4.0
863,,,,,,,
864,,,,,,,
865,,,,,,,
866,,Li4 Zn4 Cr4 C24 N24,0.3969566266826696,Li,Zn,Cr,4.0
867,,Ca4 Cr8 C24 N24,0.4341860701271116,Ca,Cr,Cr,4.0
868,,Li4 V8 C24 N24,0.439151231273998,Li,V,V,4.0
869,,,,,,,
870,,,,,,,
871,,,,,,,
872,,Na4 V4 Co4 C24 N24,0.4149605292302229,Na,Co,V,4.0
873,,,,,,,
874,,,,,,,
875,,Mg4 Mn4 Zn4 C24 N24,0.5872783051468895,Mg,Zn,Mn,4.0
876,,,,,,,
877,,,,,,,
878,,Na4 Cr8 C24 N24,0.26506803806355883,Na,Cr,Cr,4.0
879,,,,,,,
880,,,,,,,
881,,,,,,,
882,,K4 Mn8 C24 N24,0.17775556845244897,K,Mn,Mn,4.0
883,,,,,,,
884,,Mg4 Mn4 Cr4 C24 N24,0.4527588957382242,Mg,Cr,Mn,4.0
885,,,,,,,
886,,Li4 Mn4 Cr4 C24 N24,0.2538892411073377,Li,Cr,Mn,4.0
887,,Mg4 Mn4 Cr4 C24 N24,0.5210538580715571,Mg,Mn,Cr,4.0
888,,Mg4 V8 C24 N24,0.6345713435715563,Mg,V,V,4.0
889,,,,,,,
890,,Li4 Cr4 Fe4 C24 N24,0.19062903144067,Li,Cr,Fe,4.0
891,,,,,,,
892,,,,,,,
893,,,,,,,
894,,,,,,,
895,,,,,,,
896,,,,,,,
897,,,,,,,
898,,,,,,,
899,,,,,,,
900,,,,,,,
901,,Na4 Fe8 C24 N24,0.2156111012302233,Na,Fe,Fe,4.0
902,,,,,,,
903,,,,,,,
904,,,,,,,
905,,K4 V4 Cr4 C24 N24,0.23247325561911406,K,V,Cr,4.0
906,,,,,,,
907,,Na4 Zn4 Cr4 C24 N24,0.34939867430555704,Na,Zn,Cr,4.0
908,,Na4 Zn4 Fe4 C24 N24,0.31392375080555635,Na,Zn,Fe,4.0
909,,,,,,,
910,,,,,,,
911,,Mg4 Fe4 Co4 C24 N24,0.463791438904889,Mg,Co,Fe,4.0
912,,,,,,,
913,,Ca4 Mn4 Cr4 C24 N24,0.33659061346044616,Ca,Cr,Mn,4.0
914,,,,,,,
915,,Sr4 Mn8 C24 N24,0.2745586297382232,Sr,Mn,Mn,4.0
916,,Li4 Zn4 Co4 C24 N24,0.2832644943493374,Li,Zn,Co,4.0
917,,Ca4 V4 Fe4 C24 N24,0.3794403131271107,Ca,V,Fe,4.0
918,,,,,,,
919,,Ca4 Mn4 Cr4 C24 N24,0.43402220979377937,Ca,Mn,Cr,4.0
920,,Sr4 V4 Cr4 C24 N24,0.3685576960715551,Sr,V,Cr,4.0
921,,,,,,,
922,,Mg4 Cr8 C24 N24,0.5062047854048881,Mg,Cr,Cr,4.0
923,,,,,,,
924,,K4 V4 Cr4 C24 N24,0.27340820028577895,K,Cr,V,4.0
925,,,,,,,
926,,,,,,,
927,,Mg4 Cr4 Fe4 C24 N24,0.388582454071555,Mg,Cr,Fe,4.0
928,,Li4 Mn4 Os4 C24 N24,0.16837898261533724,Li,Mn,Os,4.0
929,,Li4 Fe4 Co4 C24 N24,0.24348866094067123,Li,Fe,Co,4.0
930,,,,,,,
931,,Ca4 Cr4 Fe4 C24 N24,0.3588191214604457,Ca,Cr,Fe,4.0
932,,Sr4 Zn4 Os4 C24 N24,0.24315407665489008,Sr,Zn,Os,4.0
933,,,,,,,
934,,,,,,,
935,,,,,,,
936,,,,,,,
937,,,,,,,
938,,,,,,,
939,,Li4 Cr4 Os4 C24 N24,0.1251510936153366,Li,Cr,Os,4.0
940,,,,,,,
941,,,,,,,
942,,K4 Zn4 Os4 C24 N24,0.20057108486911268,K,Zn,Os,4.0
943,,Sr4 Cr4 Os4 C24 N24,0.20619670857955796,Sr,Cr,Os,4.0
944,,,,,,,
945,,,,,,,
946,,Ca4 Cr4 Co4 C24 N24,0.4319310634604463,Ca,Cr,Co,4.0
947,,,,,,,
948,,,,,,,
949,,,,,,,
950,,,,,,,
951,,,,,,,
952,,Na4 V4 Co4 C24 N24,0.23115306539688873,Na,V,Co,4.0
953,,,,,,,
954,,,,,,,
955,,,,,,,
956,,,,,,,
957,,,,,,,
958,,,,,,,
959,,,,,,,
960,,,,,,,
961,,,,,,,
962,,Ca4 Fe4 Os4 C24 N24,0.291712637301778,Ca,Fe,Os,4.0
963,,,,,,,
964,,,,,,,
965,,,,,,,
966,,,,,,,
967,,,,,,,
968,,Mg4 V4 Fe4 C24 N24,0.6212104935715566,Mg,Fe,V,4.0
969,,Na4 Mn4 Co4 C24 N24,0.23318781939689082,Na,Mn,Co,4.0
970,,,,,,,
971,,,,,,,
972,,,,,,,
973,,Li4 V4 Co4 C24 N24,0.281115316440669,Li,V,Co,4.0
974,,,,,,,
975,,,,,,,
976,,,,,,,
977,,,,,,,
978,,,,,,,
979,,,,,,,
980,,K4 Mn4 Cr4 C24 N24,0.15992244845244485,K,Cr,Mn,4.0
981,,Ca4 V4 Zn4 C24 N24,0.6237367060357792,Ca,Zn,V,4.0
982,,,,,,,
983,,,,,,,
984,,,,,,,
985,,,,,,,
986,,,,,,,
987,,Na4 Mn4 V4 C24 N24,0.24526261573022268,Na,V,Mn,4.0
988,,,,,,,
989,,Na4 Mn4 Cr4 C24 N24,0.20550646089689018,Na,Cr,Mn,4.0
990,,K4 V8 C24 N24,0.3416021236191096,K,V,V,4.0
991,,Li4 Mn4 Fe4 C24 N24,0.23831549460733825,Li,Mn,Fe,4.0
992,,,,,,,
993,,,,,,,
994,,,,,,,
995,,,,,,,
996,,,,,,,
997,,,,,,,
998,,,,,,,
999,,,,,,,
1000,,Ca4 Mn4 Fe4 C24 N24,0.36254895746044546,Ca,Mn,Fe,4.0
1001,,,,,,,
1002,,,,,,,
1003,,,,,,,
1004,,,,,,,
1005,,,,,,,
1006,,Mg4 V4 Os4 C24 N24,0.3748840675795577,Mg,V,Os,4.0
1007,,,,,,,
1008,,,,,,,
1009,,,,,,,
1010,,,,,,,
1011,,,,,,,
1012,,,,,,,
1013,,,,,,,
1014,,K4 Cr4 Co4 C24 N24,0.17461562895244676,K,Cr,Co,4.0
1015,,,,,,,
1016,,,,,,,
1017,,,,,,,
1018,,,,,,,
1019,,,,,,,
1020,,Na4 Zn4 Co4 C24 N24,0.23474344213888987,Na,Zn,Co,4.0
1021,,,,,,,
1022,,Na4 Fe4 Co4 C24 N24,0.026065977714667454,Na,Co,Fe,4.0
1023,,,,,,,
1024,,Sr4 Mn4 Fe4 C24 N24,0.2907756384048916,Sr,Fe,Mn,4.0
1025,,Sr4 Cr4 Co4 C24 N24,0.3537655549048928,Sr,Cr,Co,4.0
1026,,,,,,,
1027,,Sr4 Co8 C24 N24,0.351537884571556,Sr,Co,Co,4.0
1028,,,,,,,
1029,,,,,,,
1030,,,,,,,
1031,,,,,,,
1032,,,,,,,
1033,,Na4 Mn8 C24 N24,0.2251069050635568,Na,Mn,Mn,4.0
1034,,,,,,,
1035,,Li4 V4 Cr4 C24 N24,0.34283375444067055,Li,V,Cr,4.0
1036,,Rb8 V4 Os4 C24 N24,0.04615126798177194,Rb,V,Os,8.0
1037,,Sr4 Mn4 Os4 C24 N24,0.20053588141289147,Sr,Mn,Os,4.0
1038,,,,,,,
1039,,,,,,,
1040,,Rb8 Fe4 Os4 C24 N24,0.02111594095052105,Rb,Fe,Os,8.0
1041,,,,,,,
1042,,,,,,,
1043,,,,,,,
1044,,,,,,,
1045,,,,,,,
1046,,,,,,,
1047,,,,,,,
1048,,,,,,,
1049,,Na4 Mn4 Co4 C24 N24,0.3077971052302244,Na,Co,Mn,4.0
1050,,Rb8 Zn4 Os4 C24 N24,0.023983466041666013,Rb,Zn,Os,8.0
1051,,Rb8 Zn4 Co4 C24 N24,0.19463994635416704,Rb,Zn,Co,8.0
1052,,Rb8 Cr4 Fe4 C24 N24,0.15795357955729017,Rb,Fe,Cr,8.0
1053,,Rb8 Mn4 Co4 C24 N24,0.14370811766927094,Rb,Mn,Co,8.0
1054,,,,,,,
1055,,Rb8 Zn4 Fe4 C24 N24,0.05619297964843728,Rb,Zn,Fe,8.0
1056,,Rb8 V4 Zn4 C24 N24,0.2526976223046873,Rb,Zn,V,8.0
1057,,Rb8 Cr4 Os4 C24 N24,0.032068541575519305,Rb,Cr,Os,8.0
1058,,Rb8 V4 Fe4 C24 N24,0.22378826408854113,Rb,Fe,V,8.0
1059,,Rb8 Mn4 Cr4 C24 N24,0.14048626065104042,Rb,Mn,Cr,8.0
1060,,Rb8 Mn4 Os4 C24 N24,0.03207825798177133,Rb,Mn,Os,8.0
1061,,Rb8 Mn4 Cr4 C24 N24,0.04970654486979065,Rb,Cr,Mn,8.0
1062,,Rb8 V4 Cr4 C24 N24,0.02844799937501108,Rb,V,Cr,8.0
1064,,,,,,,
1065,,Rb8 Fe8 C24 N24,0.059115402213541834,Rb,Fe,Fe,8.0
1066,,Rb1 Mn4 Os4 C24 N24,0.09153390964105768,Rb,Mn,Os,1.0
1067,,,,,,,
1068,,Rb8 Mn4 V4 C24 N24,0.2226231254947919,Rb,Mn,V,8.0
1069,,Rb1 Mn4 Cr4 C24 N24,0.19456266559754987,Rb,Cr,Mn,1.0
1070,,Rb1 Mn4 Fe4 C24 N24,0.2508356412115855,Rb,Fe,Mn,1.0
1071,,Rb8 Cr8 C24 N24,0.13518267736979084,Rb,Cr,Cr,8.0
1072,,Rb8 Fe4 Co4 C24 N24,0.17615798860677057,Rb,Fe,Co,8.0
1073,,Rb1 Co4 Os4 C24 N24,0.16616059946561812,Rb,Co,Os,1.0
1074,,Rb1 Zn4 Os4 C24 N24,0.29851618059754514,Rb,Zn,Os,1.0
1075,,Rb1 V4 Os4 C24 N24,0.11026280648316167,Rb,V,Os,1.0
1076,,Rb8 V4 Cr4 C24 N24,0.2230873229947914,Rb,Cr,V,8.0
1077,,Rb8 V4 Co4 C24 N24,0.2134808962630208,Rb,V,Co,8.0
1078,,Rb8 Cr4 Co4 C24 N24,0.21345915782552005,Rb,Co,Cr,8.0
1079,,Rb1 V4 Co4 C24 N24,0.40355400770281236,Rb,Co,V,1.0
1080,,Rb8 V4 Co4 C24 N24,0.3003523084505204,Rb,Co,V,8.0
1081,,Rb1 Cr4 Os4 C24 N24,0.06945995893930323,Rb,Cr,Os,1.0
1082,,Rb1 Mn4 Zn4 C24 N24,0.35086956585228535,Rb,Zn,Mn,1.0
1083,,,,,,,
1084,,Rb8 Mn4 Fe4 C24 N24,0.07469867705729172,Rb,Mn,Fe,8.0
1085,,Rb8 Fe4 Co4 C24 N24,0.12365287798177071,Rb,Co,Fe,8.0
1086,,,,,,,
1087,,Rb8 V8 C24 N24,0.22895842205729267,Rb,V,V,8.0
1088,,Rb8 Co8 C24 N24,0.18305643921874903,Rb,Co,Co,8.0
1089,,,,,,,
1090,,Rb1 Cr4 Co4 C24 N24,0.01767124962023381,Rb,Cr,Co,1.0
1092,,Rb1 Mn8 C24 N24,0.21512928963263,Rb,Mn,Mn,1.0
1093,,Rb7 Zn4 Os4 C24 N24,0.06623623708002846,Rb,Zn,Os,7.0
1094,,Rb1 Mn4 V4 C24 N24,0.34479747805369065,Rb,Mn,V,1.0
1095,,Rb1 V4 Cr4 C24 N24,0.2980275489308841,Rb,V,Cr,1.0
1096,,Rb1 Fe8 C24 N24,0.22720364015894567,Rb,Fe,Fe,1.0
1097,,Rb1 Cr8 C24 N24,0.21611622419403176,Rb,Cr,Cr,1.0
1098,,Rb8 Cr4 Co4 C24 N24,0.18310322501302068,Rb,Cr,Co,8.0
1099,,Rb7 Cr8 C24 N24,0.15940355461970768,Rb,Cr,Cr,7.0
1100,,Rb1 Fe4 Os4 C24 N24,0.14694684367614563,Rb,Fe,Os,1.0
1101,,Rb7 Cr4 Os4 C24 N24,0.03777830286045081,Rb,Cr,Os,7.0
1102,,Rb7 V4 Fe4 C24 N24,0.0976778000165357,Rb,V,Fe,7.0
1103,,Rb1 V4 Zn4 C24 N24,0.5053193067294774,Rb,Zn,V,1.0
1104,,Rb7 Fe4 Os4 C24 N24,0.04348980159061,Rb,Fe,Os,7.0
1105,,Rb1 V8 C24 N24,0.3853235270010522,Rb,V,V,1.0
1106,,Rb1 Zn4 Co4 C24 N24,0.3271193937470196,Rb,Zn,Co,1.0
1107,,Rb1 V4 Co4 C24 N24,0.18740772489579527,Rb,V,Co,1.0
1108,,Rb1 Mn4 V4 C24 N24,0.22956414594842833,Rb,V,Mn,1.0
1109,,Rb1 Mn4 Co4 C24 N24,0.1915564803343912,Rb,Mn,Co,1.0
1110,,Rb1 Cr4 Co4 C24 N24,0.298354740509831,Rb,Co,Cr,1.0
1111,,Rb7 Mn4 Os4 C24 N24,0.0488695117493414,Rb,Mn,Os,7.0
1112,,Rb1 V4 Fe4 C24 N24,0.380778071036147,Rb,Fe,V,1.0
1113,,Rb1 V4 Cr4 C24 N24,0.006038608208404739,Rb,Cr,V,1.0
1114,,,,,,,
1116,,Rb7 Mn4 Co4 C24 N24,0.15650293079696098,Rb,Mn,Co,7.0
1117,,Rb2 Co4 Os4 C24 N24,0.13640397925310133,Rb,Co,Os,2.0
1118,,Rb7 V4 Cr4 C24 N24,0.2390830623974889,Rb,Cr,V,7.0
1119,,Rb7 V4 Zn4 C24 N24,0.2830308755059532,Rb,Zn,V,7.0
1120,,Rb7 V4 Os4 C24 N24,0.057350758257278756,Rb,V,Os,7.0
1121,,Rb1 Zn4 Cr4 C24 N24,0.4193934190101789,Rb,Zn,Cr,1.0
1122,,Rb7 V4 Fe4 C24 N24,0.2478063682705045,Rb,Fe,V,7.0
1123,,,,,,,
1124,,Rb7 Fe4 Co4 C24 N24,0.17789013587632585,Rb,Fe,Co,7.0
1125,,Rb7 Zn4 Co4 C24 N24,0.19400949485780572,Rb,Zn,Co,7.0
1126,,Rb7 Mn4 Fe4 C24 N24,0.09212136446098107,Rb,Mn,Fe,7.0
1127,,Rb7 Mn4 Cr4 C24 N24,0.07728812668320195,Rb,Cr,Mn,7.0
1128,,,,,,,
1129,,,,,,,
1130,,Rb2 V4 Cr4 C24 N24,0.24844430924482452,Rb,V,Cr,2.0
1131,,Rb7 Mn4 V4 C24 N24,0.11766907033399576,Rb,V,Mn,7.0
1132,,Rb2 Mn4 Cr4 C24 N24,0.24300445458965036,Rb,Mn,Cr,2.0
1133,,Rb7 Zn4 Fe4 C24 N24,0.09803229407738101,Rb,Zn,Fe,7.0
1134,,Rb7 Mn4 Co4 C24 N24,0.18301840619378584,Rb,Co,Mn,7.0
1135,,Rb7 Cr4 Co4 C24 N24,0.18914909619378495,Rb,Cr,Co,7.0
1136,,Rb7 Mn8 C24 N24,0.10811491684193086,Rb,Mn,Mn,7.0
1137,,,,,,,
1138,,Rb7 Mn4 Zn4 C24 N24,0.08109270986111472,Rb,Zn,Mn,7.0
1140,,Rb7 Mn4 Cr4 C24 N24,0.16388999842923546,Rb,Mn,Cr,7.0
1141,,Rb2 V4 Os4 C24 N24,0.08942646356344497,Rb,V,Os,2.0
1142,,,,,,,
1143,,Rb2 Mn8 C24 N24,0.19603556872758787,Rb,Mn,Mn,2.0
1144,,Rb2 Cr4 Os4 C24 N24,0.04404615994275396,Rb,Cr,Os,2.0
1145,,Rb2 Mn4 V4 C24 N24,0.3251845309689596,Rb,Mn,V,2.0
1146,,Rb7 Cr4 Co4 C24 N24,0.24114393063823059,Rb,Co,Cr,7.0
1147,,,,,,,
1148,,Rb2 Mn4 V4 C24 N24,0.21523683545171934,Rb,V,Mn,2.0
1149,,,,,,,
1150,,Rb7 Zn4 Cr4 C24 N24,0.20969568169642994,Rb,Zn,Cr,7.0
1151,,,,,,,
1152,,,,,,,
1153,,Rb2 V8 C24 N24,0.35701189752068885,Rb,V,V,2.0
1154,,,,,,,
1155,,,,,,,
1156,,Rb2 Mn4 Fe4 C24 N24,0.22550489079654845,Rb,Fe,Mn,2.0
1157,,,,,,,
1158,,Rb2 Cr8 C24 N24,0.2093620525206905,Rb,Cr,Cr,2.0
1159,,Rb2 Fe8 C24 N24,0.19944967062413888,Rb,Fe,Fe,2.0
1160,,Rb7 Mn4 Fe4 C24 N24,0.1310546417625691,Rb,Fe,Mn,7.0
1161,,,,,,,
1162,,Rb2 Mn4 Fe4 C24 N24,0.15337863993447876,Rb,Mn,Fe,2.0
1163,,Rb2 V4 Fe4 C24 N24,0.352804011313788,Rb,Fe,V,2.0
1164,,,,,,,
1165,,Rb2 Mn4 Cr4 C24 N24,0.17560239321034032,Rb,Cr,Mn,2.0
1166,,,,,,,
1167,,Rb2 V4 Zn4 C24 N24,0.4648351720813766,Rb,Zn,V,2.0
1168,,Rb2 Mn4 Os4 C24 N24,0.07401442011516934,Rb,Mn,Os,2.0
1169,,,,,,,
1170,,Rb2 Cr4 Fe4 C24 N24,0.12331644286551224,Rb,Cr,Fe,2.0
1171,,Rb2 Cr4 Co4 C24 N24,0.1392502185551674,Rb,Cr,Co,2.0
1172,,Rb2 Fe4 Co4 C24 N24,0.21062963148620462,Rb,Co,Fe,2.0
1173,,,,,,,
1174,,,,,,,
1175,,Rb2 Fe4 Os4 C24 N24,0.12014300839103065,Rb,Fe,Os,2.0
1176,,,,,,,
1177,,Rb2 Mn4 Co4 C24 N24,0.1818342937275812,Rb,Mn,Co,2.0
1178,,Rb2 Zn4 Os4 C24 N24,0.25747225639999716,Rb,Zn,Os,2.0
1179,,Rb2 V4 Co4 C24 N24,0.1745238421758568,Rb,V,Co,2.0
1180,,,,,,,
1181,,Rb2 V4 Fe4 C24 N24,0.17237438217585677,Rb,V,Fe,2.0
1182,,Rb2 Zn4 Cr4 C24 N24,0.3660068288055136,Rb,Zn,Cr,2.0
1183,,Rb2 Zn4 Fe4 C24 N24,0.3214920989779282,Rb,Zn,Fe,2.0
1184,,,,,,,
1185,,Rb2 Co8 C24 N24,0.1918316061413794,Rb,Co,Co,2.0
1186,,,,,,,
1187,,Rb2 Fe4 Co4 C24 N24,0.17186745148620375,Rb,Fe,Co,2.0
1188,,Rb2 V4 Cr4 C24 N24,0.3067937433827552,Rb,Cr,V,2.0
1189,,,,,,,
1190,,,,,,,
1191,,,,,,,
1192,,,,,,,
1193,,Rb2 Mn4 Zn4 C24 N24,0.32051568277103026,Rb,Zn,Mn,2.0
1194,,,,,,,
1195,,Rb2 Cr4 Fe4 C24 N24,0.2584470961413743,Rb,Fe,Cr,2.0
1196,,,,,,,
1197,,Rb6 V4 Fe4 C24 N24,0.11745648129704378,Rb,V,Fe,6.0
1198,,,,,,,
1199,,,,,,,
1200,,Rb6 Mn4 V4 C24 N24,0.14333670823252653,Rb,V,Mn,6.0
1201,,Rb6 V4 Os4 C24 N24,0.05918222782645266,Rb,V,Os,6.0
1202,,Rb2 V4 Co4 C24 N24,0.38015836527930524,Rb,Co,V,2.0
1203,,Rb6 Mn4 Fe4 C24 N24,0.11026866097446053,Rb,Mn,Fe,6.0
1204,,Rb6 Mn4 Co4 C24 N24,0.21049150209677414,Rb,Co,Mn,6.0
1205,,Rb6 Co4 Os4 C24 N24,0.0912161646006453,Rb,Co,Os,6.0
1206,,Rb6 Fe4 Os4 C24 N24,0.05653759814903303,Rb,Fe,Os,6.0
1208,,Rb6 Cr4 Fe4 C24 N24,0.087147210813173,Rb,Cr,Fe,6.0
1209,,,,,,,
1210,,,,,,,
1211,,Rb6 Mn4 Co4 C24 N24,0.1689892016129031,Rb,Mn,Co,6.0
1212,,Rb6 Cr4 Os4 C24 N24,0.0293565486329026,Rb,Cr,Os,6.0
1213,,Rb6 Cr4 Fe4 C24 N24,0.19727158290994673,Rb,Fe,Cr,6.0
1214,,,,,,,
1215,,Rb6 Mn4 V4 C24 N24,0.21145722891129104,Rb,Mn,V,6.0
1216,,Rb6 V4 Cr4 C24 N24,0.19764929936155973,Rb,V,Cr,6.0
1217,,Rb6 V4 Fe4 C24 N24,0.27480953726478496,Rb,Fe,V,6.0
1218,,,,,,,
1219,,,,,,,
1220,,,,,,,
1221,,Rb6 Zn4 Fe4 C24 N24,0.14274844768145378,Rb,Zn,Fe,6.0
1222,,Rb6 Cr8 C24 N24,0.18249611145833278,Rb,Cr,Cr,6.0
1223,,Rb6 Fe4 Co4 C24 N24,0.17044803209676207,Rb,Fe,Co,6.0
1224,,Rb6 Zn4 Os4 C24 N24,0.11146732315188324,Rb,Zn,Os,6.0
